title_a,url_a,words_a,title_b,url_b,words_b,cosine,simhash_hamming,problem_categories,notes
شركة تركيب باركيه وأرضيات خشب بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/parquet-medina/,1904,شركة تركيب باركيه وأرضيات خشب بالرياض,https://www.rukn-eltatawer.com/sa/parquet-riyadh/,1839,0.9846,2,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ الرياض) بعد توحيد اسم المدينة
شركة نقل أثاث داخلي بأبها,https://www.rukn-eltatawer.com/sa/indoor-moving-abha/,1814,شركة نقل أثاث داخلي بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/indoor-moving-medina/,1887,0.9846,5,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ المدينة المنورة) بعد توحيد اسم المدينة
شركة تصميم حدائق أسطح بالخبر,https://www.rukn-eltatawer.com/sa/roof-garden-design-khobar/,1751,شركة تصميم حدائق أسطح بالدمام,https://www.rukn-eltatawer.com/sa/roof-garden-design-dammam/,1774,0.9846,8,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ الدمام) بعد توحيد اسم المدينة
شركة تركيب عشب جداري بالخبر,https://www.rukn-eltatawer.com/sa/grass-wall-khobar/,1761,شركة تركيب عشب جداري بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/grass-wall-medina/,1863,0.9846,2,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ المدينة المنورة) بعد توحيد اسم المدينة
شركة إنشاء جلسات حدائق بالخبر,https://www.rukn-eltatawer.com/sa/garden-seating-khobar/,1770,شركة إنشاء جلسات حدائق بجدة,https://www.rukn-eltatawer.com/sa/garden-seating-jeddah/,1781,0.9846,0,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ جدة) بعد توحيد اسم المدينة
شركة كهربائي طوارئ 24 ساعة بأبها,https://www.rukn-eltatawer.com/sa/24h-emergency-electrician-abha/,1786,شركة كهربائي طوارئ 24 ساعة بالطائف,https://www.rukn-eltatawer.com/sa/24h-emergency-electrician-taif/,1798,0.9846,3,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الطائف) بعد توحيد اسم المدينة
شركة تركيب عشب جداري بالدمام,https://www.rukn-eltatawer.com/sa/grass-wall-dammam/,1779,شركة تركيب عشب جداري بالرياض,https://www.rukn-eltatawer.com/sa/grass-wall-riyadh/,1771,0.9846,3,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ الرياض) بعد توحيد اسم المدينة
شركة تركيب وصيانة سخانات مركزية بأبها,https://www.rukn-eltatawer.com/sa/central-heater-installation-maintenance-abha/,1836,شركة تركيب وصيانة سخانات مركزية بالطائف,https://www.rukn-eltatawer.com/sa/central-heater-installation-maintenance-taif/,1881,0.9846,3,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الطائف) بعد توحيد اسم المدينة
شركة تركيب وصيانة سخانات مركزية بأبها,https://www.rukn-eltatawer.com/sa/central-heater-installation-maintenance-abha/,1836,شركة تركيب وصيانة سخانات مركزية بجدة,https://www.rukn-eltatawer.com/sa/central-heater-installation-maintenance-jeddah/,1887,0.9846,3,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ جدة) بعد توحيد اسم المدينة
شركة صيانة تكييف مركزي بأبها,https://www.rukn-eltatawer.com/sa/central-ac-maintenance-abha/,1801,شركة صيانة تكييف مركزي بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/central-ac-maintenance-medina/,1917,0.9846,7,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ المدينة المنورة) بعد توحيد اسم المدينة
شركة تركيب وحدات تكييف نافذة بأبها,https://www.rukn-eltatawer.com/sa/window-ac-installation-abha/,1855,شركة تركيب وحدات تكييف نافذة بالدمام,https://www.rukn-eltatawer.com/sa/window-ac-installation-dammam/,1890,0.9846,4,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الدمام) بعد توحيد اسم المدينة
شركة التعقيم بالبخار بأبها,https://www.rukn-eltatawer.com/sa/steam-disinfection-abha/,1716,شركة التعقيم بالبخار بمكة المكرمة,https://www.rukn-eltatawer.com/sa/steam-disinfection-mecca/,1805,0.9846,3,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة تعبئة فريون مكيفات بالطائف,https://www.rukn-eltatawer.com/sa/ac-freon-refill-taif/,1795,شركة تعبئة فريون مكيفات بجدة,https://www.rukn-eltatawer.com/sa/ac-freon-refill-jeddah/,1812,0.9846,4,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ جدة) بعد توحيد اسم المدينة
شركة تركيب مكيفات سبليت بالطائف,https://www.rukn-eltatawer.com/sa/split-ac-installation-taif/,1802,شركة تركيب مكيفات سبليت بجدة,https://www.rukn-eltatawer.com/sa/split-ac-installation-jeddah/,1820,0.9846,5,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ جدة) بعد توحيد اسم المدينة
شركة كهربائي منازل بالخبر,https://www.rukn-eltatawer.com/sa/home-electrician-elec-khobar/,1709,كهربائي منازل بمكة المكرمة,https://www.rukn-eltatawer.com/sa/home-electrician-mecca/,1813,0.9846,5,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة كشف أعطال كهرباء بالخبر,https://www.rukn-eltatawer.com/sa/electrical-fault-detection-khobar/,1780,شركة كشف أعطال كهرباء بمكة المكرمة,https://www.rukn-eltatawer.com/sa/electrical-fault-detection-mecca/,1872,0.9846,8,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة كشف تسربات المياه بالطائف,https://www.rukn-eltatawer.com/sa/water-leak-detection-taif/,2242,شركة كشف تسربات المياه بجدة,https://www.rukn-eltatawer.com/sa/water-leak-detection-jeddah/,2250,0.9846,5,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ جدة) بعد توحيد اسم المدينة
شركة تركيب وصيانة مضخات مياه وصرف صحي بالدمام,https://www.rukn-eltatawer.com/sa/water-pumps-dammam/,1956,شركة تركيب وصيانة مضخات مياه وصرف صحي بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/water-pumps-medina/,2078,0.9846,4,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ المدينة المنورة) بعد توحيد اسم المدينة
شركة تركيب إنارة داخلية وخارجية بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/indoor-outdoor-lighting-installation-medina/,1947,شركة تركيب إنارة داخلية وخارجية بجدة,https://www.rukn-eltatawer.com/sa/indoor-outdoor-lighting-installation-jeddah/,1838,0.9846,5,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ جدة) بعد توحيد اسم المدينة
شركة تعبئة فريون مكيفات بالدمام,https://www.rukn-eltatawer.com/sa/ac-freon-refill-dammam/,1790,شركة تعبئة فريون مكيفات بجدة,https://www.rukn-eltatawer.com/sa/ac-freon-refill-jeddah/,1812,0.9846,4,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ جدة) بعد توحيد اسم المدينة
شركة تركيب أجهزة تكييف طاقة شمسية بالدمام,https://www.rukn-eltatawer.com/sa/solar-ac-installation-dammam/,1934,شركة تركيب أجهزة تكييف طاقة شمسية بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/solar-ac-installation-medina/,2021,0.9846,1,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ المدينة المنورة) بعد توحيد اسم المدينة
شركة كشف تسريبات مواسير مياه بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/water-pipe-leak-detection-medina/,2121,شركة كشف تسريبات مواسير مياه بجدة,https://www.rukn-eltatawer.com/sa/water-pipe-leak-detection-jeddah/,2012,0.9846,6,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ جدة) بعد توحيد اسم المدينة
شركة تنظيف وتعقيم شامل بمكة المكرمة,https://www.rukn-eltatawer.com/sa/deep-cleaning-mecca/,1880,شركة تنظيف وتعقيم شامل بجدة,https://www.rukn-eltatawer.com/sa/deep-cleaning-jeddah/,1794,0.9846,6,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ جدة) بعد توحيد اسم المدينة
كشف تسربات المياه في جازان,https://www.rukn-eltatawer.com/sa/water-leak-detection-jazan/,1879,كشف تسربات المياه في شمال الرياض,https://www.rukn-eltatawer.com/sa/water-leak-detection-north-riyadh/,1975,0.9846,1,duplicate_similar,نسخة مدينة شبه مطابقة (جازان ↔ الرياض) بعد توحيد اسم المدينة
كشف تسربات المياه في بريدة,https://www.rukn-eltatawer.com/sa/water-leak-detection-buraidah/,1906,كشف تسربات المياه في شمال جدة,https://www.rukn-eltatawer.com/sa/water-leak-detection-north-jeddah/,1948,0.9846,6,duplicate_similar,نسخة مدينة شبه مطابقة (بريدة ↔ جدة) بعد توحيد اسم المدينة
كشف تسربات المياه في تبوك,https://www.rukn-eltatawer.com/sa/water-leak-detection-tabuk/,1881,كشف تسربات المياه في خميس مشيط,https://www.rukn-eltatawer.com/sa/water-leak-detection-khamis-mushait/,1975,0.9846,4,duplicate_similar,نسخة مدينة شبه مطابقة (تبوك ↔ خميس مشيط) بعد توحيد اسم المدينة
كشف تسربات المياه في تبوك,https://www.rukn-eltatawer.com/sa/water-leak-detection-tabuk/,1881,كشف تسربات المياه في شرق الرياض,https://www.rukn-eltatawer.com/sa/water-leak-detection-east-riyadh/,1978,0.9846,5,duplicate_similar,نسخة مدينة شبه مطابقة (تبوك ↔ الرياض) بعد توحيد اسم المدينة
شركة مكافحة الحشرات الطائرة بالدمام,https://www.rukn-eltatawer.com/sa/flying-pest-control-dammam/,1775,شركة مكافحة الحشرات الطائرة بالرياض,https://www.rukn-eltatawer.com/sa/flying-pest-control-riyadh/,1773,0.9845,2,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ الرياض) بعد توحيد اسم المدينة
شركة زرع نخيل وأشجار بالدمام,https://www.rukn-eltatawer.com/sa/palm-tree-planting-dammam/,1758,شركة زرع نخيل وأشجار بأبها,https://www.rukn-eltatawer.com/sa/palm-tree-planting-abha/,1774,0.9845,5,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ أبها) بعد توحيد اسم المدينة
شركة دهان أبواب وشبابيك خشبية بالدمام,https://www.rukn-eltatawer.com/sa/wood-doors-windows-painting-dammam/,1872,شركة دهان أبواب وشبابيك خشبية بمكة المكرمة,https://www.rukn-eltatawer.com/sa/wood-doors-windows-painting-mecca/,1929,0.9845,6,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة تركيب مظلات وسواتر بالدمام,https://www.rukn-eltatawer.com/sa/shades-sails-dammam/,1769,شركة تركيب مظلات وسواتر بجدة,https://www.rukn-eltatawer.com/sa/shades-sails-jeddah/,1781,0.9845,5,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ جدة) بعد توحيد اسم المدينة
شركة تركيب فواصل زجاجية وألومنيوم بالدمام,https://www.rukn-eltatawer.com/sa/glass-aluminium-partitions-dammam/,1820,شركة تركيب فواصل زجاجية وألومنيوم بمكة المكرمة,https://www.rukn-eltatawer.com/sa/glass-aluminium-partitions-mecca/,1911,0.9845,4,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة تركيب طابوق بالدمام,https://www.rukn-eltatawer.com/sa/brickwork-dammam/,1732,شركة تركيب طابوق بالخبر,https://www.rukn-eltatawer.com/sa/brickwork-khobar/,1703,0.9845,1,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ الخبر) بعد توحيد اسم المدينة
شركة تركيب أسقف مستعارة بالدمام,https://www.rukn-eltatawer.com/sa/suspended-ceiling-dammam/,1803,شركة تركيب أسقف مستعارة بالطائف,https://www.rukn-eltatawer.com/sa/suspended-ceiling-taif/,1804,0.9845,4,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ الطائف) بعد توحيد اسم المدينة
شركة بناء حمامات خارجية بالدمام,https://www.rukn-eltatawer.com/sa/outdoor-bathrooms-dammam/,1789,شركة بناء حمامات خارجية بأبها,https://www.rukn-eltatawer.com/sa/outdoor-bathrooms-abha/,1790,0.9845,3,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ أبها) بعد توحيد اسم المدينة
شركة إزالة دهان قديم وتحضير أسطح بالدمام,https://www.rukn-eltatawer.com/sa/paint-removal-surface-prep-dammam/,1956,شركة إزالة دهان قديم وتحضير أسطح بالرياض,https://www.rukn-eltatawer.com/sa/paint-removal-surface-prep-riyadh/,1931,0.9845,5,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ الرياض) بعد توحيد اسم المدينة
